recommendation_id,constituency_id,recommendation_type,title,description,priority,confidence_score,impact_score,effort_level,target_audience,estimated_cost,estimated_timeline_days,status,assigned_to,ai_reasoning,data_sources,expected_outcomes,risks,created_at,updated_at,completed_at,feedback_rating,feedback_notes
e24f6bb6-6e1c-4162-ab7b-89343e090194,PC14,resource_allocation,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,medium,0.78,66.0,medium,all,174948.36,35,completed,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 29%"", ""Benefit 1480 people directly""]","[""Budget constraints""]",2025-07-16 20:47:00,2025-08-04 20:47:00,2025-09-22 20:47:00,5.0,
a4c85f45-3803-4b57-8e7f-cbd289779461,PC14,resource_allocation,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,critical,0.8,77.6,medium,women,223057.2,65,rejected,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 39%"", ""Benefit 2242 people directly""]",[],2025-07-10 06:55:00,2025-07-27 06:55:00,,,
8fdb50c5-fce3-45c5-b291-86ba8d6fef2f,PC14,resource_allocation,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,low,0.84,89.7,low,youth,55020.93,21,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 18%"", ""Benefit 3351 people directly""]","[""Resource availability""]",2025-11-07 02:03:00,2025-11-10 02:03:00,,,
3a2ff3f8-c371-4940-8227-b118995ab1b2,PC14,crisis_response,Improve education in Ward 6,Recommendation based on AI analysis of ground data,high,0.77,86.1,high,all,343977.21,44,rejected,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 36%"", ""Benefit 4819 people directly""]","[""Stakeholder resistance""]",2025-02-12 17:20:00,2025-02-22 17:20:00,,,
11d22f93-1c0a-4a8a-a3a0-b173b0c68082,PC14,resource_allocation,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,medium,0.81,80.9,high,women,211643.42,87,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 17%"", ""Benefit 1236 people directly""]","[""Stakeholder resistance""]",2025-05-22 20:31:00,2025-06-20 20:31:00,,,
4e62a89f-9cb1-464b-a1cc-fe3d1d359617,PC14,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,medium,0.91,71.7,low,all,255563.25,84,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 30%"", ""Benefit 3666 people directly""]",[],2025-06-30 20:15:00,2025-07-22 20:15:00,,,
7b3def44-d0c0-4b39-8ea1-324cd93a67ca,PC14,outreach,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,medium,0.92,68.5,high,youth,432827.61,29,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 27%"", ""Benefit 4474 people directly""]",[],2025-11-08 22:08:00,2025-11-13 22:08:00,,,
8d3d5a2f-ef53-4dd5-9178-b5662819a233,PC14,crisis_response,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,medium,0.9,64.2,medium,farmers,445359.58,82,rejected,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 23%"", ""Benefit 2363 people directly""]",[],2025-10-13 02:19:00,2025-11-03 02:19:00,,,
2c967c51-d68b-4f5f-93a1-60b2b9f64bcb,PC14,policy,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,high,0.86,92.1,medium,women,303530.07,33,accepted,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 24%"", ""Benefit 4563 people directly""]","[""Timeline delays""]",2025-10-04 14:29:00,2025-10-31 14:29:00,,,
0071f389-ebce-4b2d-8e17-33b6bee33ac6,PC14,policy,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,medium,0.95,82.0,medium,farmers,433797.56,59,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 27%"", ""Benefit 852 people directly""]","[""Stakeholder resistance""]",2025-04-18 01:08:00,2025-05-03 01:08:00,,,
20d2c386-616d-47f5-8c88-50b548c358d5,PC14,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,critical,0.87,67.0,medium,youth,467090.44,60,completed,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 31%"", ""Benefit 4411 people directly""]","[""Stakeholder resistance""]",2025-07-01 21:55:00,2025-07-31 21:55:00,2025-09-26 21:55:00,3.0,"Good implementation, achieved 76% of objectives"
22baa164-cc0b-475d-ad69-623de501c1ee,PC14,policy,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,high,0.92,74.9,low,women,105909.87,25,in_progress,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 29%"", ""Benefit 2013 people directly""]","[""Weather conditions""]",2025-04-15 07:05:00,2025-04-25 07:05:00,,,
924d589d-9801-460e-a2fa-27fad62fb237,PC14,policy,Improve education in Ward 5,Recommendation based on AI analysis of ground data,high,0.93,94.6,medium,youth,115575.98,64,in_progress,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 20%"", ""Benefit 3527 people directly""]","[""Weather conditions""]",2025-01-28 17:12:00,2025-02-25 17:12:00,,,
f4408b19-4434-4be3-97a8-0a22dcc96495,PC14,policy,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,high,0.91,82.1,high,all,376586.36,51,accepted,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 26%"", ""Benefit 1528 people directly""]","[""Weather conditions""]",2025-12-30 17:27:00,2026-01-08 17:27:00,,,
1c1553af-92a8-42ea-881c-f233b4e4201f,PC14,resource_allocation,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,high,0.74,71.6,medium,all,139334.86,35,completed,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 25%"", ""Benefit 2942 people directly""]","[""Weather conditions""]",2025-07-18 04:42:00,2025-08-14 04:42:00,2025-09-28 04:42:00,4.0,
a96323a0-8f4c-4fb4-83d0-2f7d5b4434d9,PC14,outreach,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,low,0.87,81.2,low,youth,352740.3,64,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 22%"", ""Benefit 4374 people directly""]",[],2025-06-13 00:22:00,2025-07-05 00:22:00,,,
49455aff-0b2e-4c7f-89c7-97574e1404a6,PC14,policy,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,critical,0.9,81.4,medium,farmers,147835.39,40,rejected,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 17%"", ""Benefit 3575 people directly""]",[],2025-06-11 02:59:00,2025-06-16 02:59:00,,,
dc02738e-2650-4cff-a633-55258fa829bf,PC14,policy,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,low,0.93,72.3,low,youth,295422.58,21,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 15%"", ""Benefit 827 people directly""]","[""Stakeholder resistance""]",2025-05-22 02:29:00,2025-06-10 02:29:00,,,
32cc863c-e598-4b9b-bf71-3917f56e1289,PC14,resource_allocation,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,low,0.75,62.0,medium,youth,473240.71,56,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 30%"", ""Benefit 3386 people directly""]","[""Budget constraints""]",2025-03-25 17:56:00,2025-04-18 17:56:00,,,
b2b38308-8e92-40b0-ac3b-ef2031458378,PC14,policy,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,high,0.7,73.6,medium,women,299895.44,72,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 36%"", ""Benefit 976 people directly""]","[""Resource availability""]",2025-08-10 09:14:00,2025-08-18 09:14:00,,,
a89a1ebc-917a-4346-9373-bfe73ea13cca,PC14,resource_allocation,Improve education in Ward 1,Recommendation based on AI analysis of ground data,medium,0.79,90.2,low,farmers,111466.04,80,rejected,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 27%"", ""Benefit 2561 people directly""]","[""Budget constraints""]",2025-04-02 11:16:00,2025-04-25 11:16:00,,,
2c28da97-bc6d-4b4d-96b0-c83dbb35640a,PC14,crisis_response,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,low,0.93,86.4,medium,women,224930.82,65,accepted,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 20%"", ""Benefit 1064 people directly""]","[""Timeline delays""]",2025-07-25 04:22:00,2025-08-07 04:22:00,,,
fedbef1d-d8b2-4eab-aa83-83afced0fa41,PC14,policy,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,critical,0.86,83.8,high,farmers,136151.1,72,completed,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 20%"", ""Benefit 3908 people directly""]","[""Stakeholder resistance""]",2025-05-19 05:01:00,2025-06-04 05:01:00,2025-08-17 05:01:00,3.0,
fc9b5a9e-634e-4a7c-91c7-9ebe639ba9f9,PC14,policy,Improve education in Ward 4,Recommendation based on AI analysis of ground data,critical,0.94,83.0,high,all,278851.41,14,accepted,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 35%"", ""Benefit 636 people directly""]",[],2025-01-15 06:54:00,2025-02-08 06:54:00,,,
0333a0cc-1776-4239-9639-fe09bae6638f,PC14,policy,Improve education in Ward 2,Recommendation based on AI analysis of ground data,high,0.89,79.3,low,all,51233.19,88,accepted,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 17%"", ""Benefit 2214 people directly""]","[""Resource availability""]",2025-08-03 16:15:00,2025-08-26 16:15:00,,,
75538028-7475-4791-a56a-fcb6836cebe4,PC14,outreach,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,high,0.84,71.9,medium,farmers,60086.4,20,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 24%"", ""Benefit 3686 people directly""]",[],2025-10-29 15:43:00,2025-11-17 15:43:00,,,
23326b44-c6d8-445c-8383-71906240ab65,PC14,outreach,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,low,0.85,86.8,medium,women,422462.85,90,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 31%"", ""Benefit 2173 people directly""]","[""Stakeholder resistance""]",2025-11-23 15:15:00,2025-12-11 15:15:00,,,
9442ea45-6e40-494c-99fe-db3b39b175d1,PC14,policy,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,medium,0.9,71.9,medium,women,431268.39,71,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 36%"", ""Benefit 4581 people directly""]",[],2025-08-25 04:46:00,2025-08-28 04:46:00,,,
adc383a1-4114-4ec7-93fd-a05bd9504f88,PC14,resource_allocation,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,high,0.83,94.9,medium,youth,461783.24,67,accepted,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 28%"", ""Benefit 1934 people directly""]",[],2025-01-18 21:57:00,2025-02-03 21:57:00,,,
71d38aac-9589-4919-b968-c8f2115e3842,PC15,outreach,Improve education in Ward 5,Recommendation based on AI analysis of ground data,low,0.91,87.2,medium,women,293621.42,37,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 28%"", ""Benefit 2505 people directly""]","[""Timeline delays""]",2025-10-03 11:48:00,2025-10-24 11:48:00,2025-11-03 11:48:00,3.0,
baace459-45be-4dbf-9787-91d9c704000d,PC15,policy,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.82,85.6,low,farmers,465921.25,64,accepted,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 40%"", ""Benefit 3923 people directly""]","[""Budget constraints""]",2025-04-07 16:50:00,2025-04-12 16:50:00,,,
fe695c94-8ec1-41c0-a158-ad6307fde6c6,PC15,crisis_response,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,high,0.89,89.4,high,women,231535.42,21,accepted,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 20%"", ""Benefit 911 people directly""]","[""Stakeholder resistance""]",2025-04-01 15:57:00,2025-04-09 15:57:00,,,
c3355d47-bb0e-4caa-8b3e-8ea3fd0b9552,PC15,resource_allocation,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,low,0.92,90.7,high,women,65619.92,79,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 38%"", ""Benefit 2412 people directly""]","[""Stakeholder resistance""]",2025-07-28 10:45:00,2025-08-12 10:45:00,,,
d8f405ee-4d7b-4e52-a2d9-be881328db4e,PC15,crisis_response,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.75,91.7,high,farmers,268957.79,76,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 39%"", ""Benefit 2563 people directly""]",[],2025-04-14 06:47:00,2025-05-10 06:47:00,,,
87a22f15-4dbb-4c61-9657-6e6fa450c0a5,PC15,crisis_response,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,medium,0.7,72.5,low,youth,388518.7,35,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 31%"", ""Benefit 2369 people directly""]","[""Weather conditions""]",2025-02-16 07:18:00,2025-03-16 07:18:00,2025-04-01 07:18:00,3.0,"Good implementation, achieved 71% of objectives"
5170b11d-2c1e-445c-b931-b83cfe4555c1,PC15,policy,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,low,0.94,93.1,medium,all,331505.93,70,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 27%"", ""Benefit 1004 people directly""]",[],2025-01-28 00:05:00,2025-02-17 00:05:00,,,
63144017-f1a0-434e-a16d-2be94dfc3823,PC15,policy,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,high,0.89,70.4,low,farmers,371856.02,85,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 31%"", ""Benefit 3963 people directly""]","[""Timeline delays""]",2025-01-24 23:35:00,2025-01-27 23:35:00,,,
b4943992-1e7c-4a74-85f5-d9aed3a0da12,PC15,outreach,Improve education in Ward 1,Recommendation based on AI analysis of ground data,high,0.8,63.1,medium,women,351757.27,24,rejected,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 34%"", ""Benefit 4665 people directly""]","[""Stakeholder resistance""]",2025-04-09 12:10:00,2025-04-30 12:10:00,,,
6458eb35-3596-48e7-885b-8f2ca8cbd37c,PC15,outreach,Improve education in Ward 4,Recommendation based on AI analysis of ground data,medium,0.86,88.8,medium,youth,164952.07,67,in_progress,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 19%"", ""Benefit 4203 people directly""]","[""Timeline delays""]",2025-11-02 23:10:00,2025-11-05 23:10:00,,,
8498b6cd-a133-41dd-9fbb-6631ef49901c,PC15,crisis_response,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,low,0.88,85.9,high,youth,468368.26,56,in_progress,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 36%"", ""Benefit 2691 people directly""]","[""Resource availability""]",2025-04-11 18:43:00,2025-04-13 18:43:00,,,
fe75ed60-4ab4-422a-81ca-2a3ec6fe1a1b,PC15,outreach,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,critical,0.82,91.3,low,women,305119.87,19,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 39%"", ""Benefit 1535 people directly""]",[],2025-03-11 00:48:00,2025-03-28 00:48:00,,,
dce5ca5d-ad87-437d-bd4c-6ffc89c4fae1,PC15,resource_allocation,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,low,0.9,62.4,high,youth,217975.69,65,accepted,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 37%"", ""Benefit 1224 people directly""]",[],2025-12-03 05:37:00,2025-12-18 05:37:00,,,
a31e218a-18b0-457f-a85e-f1a15ef06db4,PC15,crisis_response,Improve education in Ward 6,Recommendation based on AI analysis of ground data,medium,0.94,67.4,low,women,424485.08,40,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 32%"", ""Benefit 3766 people directly""]",[],2025-12-31 21:19:00,2026-01-24 21:19:00,,,
e763d66c-21ce-471e-959a-cb19885a4cab,PC15,resource_allocation,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,critical,0.75,60.5,medium,women,462343.09,88,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 32%"", ""Benefit 3707 people directly""]","[""Resource availability""]",2025-04-16 04:37:00,2025-05-06 04:37:00,,,
8aa3dc87-6228-40ca-8722-9202dae2a105,PC15,policy,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,high,0.74,81.7,low,women,302725.59,43,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 40%"", ""Benefit 2937 people directly""]","[""Budget constraints""]",2025-10-19 19:15:00,2025-11-17 19:15:00,,,
4ed89c2f-5479-4eaa-889e-1700867ad4f9,PC15,crisis_response,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,high,0.81,76.0,high,women,152098.49,75,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 40%"", ""Benefit 4687 people directly""]","[""Budget constraints""]",2025-01-26 06:55:00,2025-02-03 06:55:00,,,
4557d38e-af21-4623-becc-9c5abb44706d,PC15,crisis_response,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,medium,0.94,61.3,low,women,59120.25,51,rejected,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 23%"", ""Benefit 1342 people directly""]","[""Weather conditions""]",2025-11-30 04:23:00,2025-12-11 04:23:00,,,
07446728-2db6-49b6-92d7-c8549e0853b7,PC15,outreach,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,medium,0.75,91.4,high,youth,75216.22,57,rejected,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 34%"", ""Benefit 1137 people directly""]",[],2025-01-08 14:56:00,2025-02-03 14:56:00,,,
4179d9da-d2b2-4d3a-82ee-4d18665b650d,PC15,outreach,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,low,0.82,80.8,medium,youth,463288.29,63,in_progress,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 25%"", ""Benefit 3560 people directly""]","[""Budget constraints""]",2025-11-15 04:26:00,2025-11-19 04:26:00,,,
460062bc-efcd-4513-8f7f-54ec4e0ab8d6,PC15,crisis_response,Improve education in Ward 3,Recommendation based on AI analysis of ground data,medium,0.81,77.6,high,women,321878.08,53,accepted,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 21%"", ""Benefit 3633 people directly""]","[""Budget constraints""]",2025-09-04 18:53:00,2025-09-29 18:53:00,,,
71a08e89-6856-40bf-9044-62072abc6456,PC15,policy,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,critical,0.77,81.0,low,women,237661.19,78,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 32%"", ""Benefit 4493 people directly""]","[""Budget constraints""]",2025-09-28 01:16:00,2025-10-01 01:16:00,,,
caa7f42b-6d6b-4780-bf69-3dacbcf2d373,PC15,policy,Improve education in Ward 1,Recommendation based on AI analysis of ground data,low,0.82,89.1,high,youth,139905.62,46,rejected,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 36%"", ""Benefit 1574 people directly""]","[""Resource availability""]",2025-07-28 09:15:00,2025-08-26 09:15:00,,,
09c27a2a-86f9-465a-b729-a50bd28b6b8a,PC15,crisis_response,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,low,0.94,65.4,low,farmers,89929.0,68,completed,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 15%"", ""Benefit 2667 people directly""]",[],2025-03-04 02:41:00,2025-04-02 02:41:00,2025-04-06 02:41:00,3.0,"Good implementation, achieved 89% of objectives"
7a4dadc4-1c9c-434a-9d16-63e2d7bdf271,PC15,policy,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,medium,0.91,61.1,medium,women,368723.52,9,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 36%"", ""Benefit 1710 people directly""]","[""Timeline delays""]",2025-02-24 23:49:00,2025-03-10 23:49:00,,,
dcec33b4-16d8-4d89-b575-643c6bb0a2d7,PC15,crisis_response,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,high,0.9,69.9,low,youth,319242.43,39,accepted,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 20%"", ""Benefit 2550 people directly""]","[""Resource availability""]",2025-03-29 04:41:00,2025-04-06 04:41:00,,,
86f0c27c-7117-47d9-9a1d-3b33050e67f7,PC15,crisis_response,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,critical,0.83,76.1,medium,all,475473.35,55,completed,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 32%"", ""Benefit 3097 people directly""]",[],2025-05-21 19:17:00,2025-06-13 19:17:00,2025-07-06 19:17:00,4.0,
3ecf3bba-3e05-495a-8c77-06a4b68ff59e,PC15,crisis_response,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,critical,0.84,91.6,low,all,203312.05,59,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 29%"", ""Benefit 985 people directly""]","[""Timeline delays""]",2025-06-25 16:06:00,2025-07-15 16:06:00,,,
377ebd84-d899-4c13-8c46-e0cfe7ccfa48,PC16,policy,Improve education in Ward 1,Recommendation based on AI analysis of ground data,high,0.72,76.3,high,farmers,243783.79,88,completed,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 34%"", ""Benefit 3989 people directly""]","[""Budget constraints""]",2025-03-12 06:52:00,2025-04-01 06:52:00,2025-04-16 06:52:00,5.0,"Good implementation, achieved 71% of objectives"
5176e80e-a675-4308-8fdc-99d1ccf0e396,PC16,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,critical,0.78,63.7,medium,farmers,221127.43,10,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 20%"", ""Benefit 3326 people directly""]",[],2025-06-08 07:55:00,2025-06-22 07:55:00,,,
fd1a0513-2538-4229-be8c-d5f4671842e9,PC16,resource_allocation,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,low,0.8,73.0,high,all,274592.3,52,rejected,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 27%"", ""Benefit 2450 people directly""]","[""Weather conditions""]",2025-06-13 12:46:00,2025-06-16 12:46:00,,,
be2d1946-0c3f-47ee-9378-a1819e19b1fe,PC16,policy,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,critical,0.81,72.8,medium,women,317024.52,55,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 25%"", ""Benefit 3576 people directly""]","[""Resource availability""]",2025-07-17 10:55:00,2025-07-18 10:55:00,2025-10-14 10:55:00,5.0,
9a189b0a-4cd0-4dc2-9d08-01baad37d767,PC16,outreach,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,medium,0.92,85.2,high,all,128866.58,62,in_progress,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 27%"", ""Benefit 849 people directly""]",[],2025-03-28 16:46:00,2025-04-17 16:46:00,,,
650a95bd-83f9-4d66-a925-e0d2f6cb8732,PC16,crisis_response,Improve education in Ward 3,Recommendation based on AI analysis of ground data,low,0.7,72.1,high,farmers,219556.96,24,completed,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 31%"", ""Benefit 911 people directly""]","[""Budget constraints""]",2025-03-25 23:58:00,2025-04-07 23:58:00,2025-06-07 23:58:00,4.0,
c23668fb-437b-444f-9146-45a6bbd07308,PC16,crisis_response,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,critical,0.79,88.5,low,youth,285228.69,50,in_progress,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 32%"", ""Benefit 1017 people directly""]","[""Budget constraints""]",2025-01-06 07:11:00,2025-01-13 07:11:00,,,
